index,lat,lon,alt,heading,pitch,roll,yaw
349,20.6460766667,-103.8096083333,2135.0,176.0,-0.24,0.56,-174.53
350,20.6459683333,-103.8096016667,2135.0,176.0,-0.26,-0.3,-175.4
351,20.645805,-103.8095916667,2135.0,176.0,-0.27,-0.25,-175.57
352,20.64553,-103.8095716667,2134.0,176.0,-0.09,0.01,-175.74
353,20.6452566667,-103.8095516667,2134.0,175.0,0.02,0.34,-175.51
354,20.6451466667,-103.8095433333,2134.0,175.0,0.14,0.61,-175.09
355,20.644875,-103.8095216667,2134.0,175.0,0.17,1.03,-174.38
356,20.6446016667,-103.8095016667,2134.0,176.0,0.31,0.23,-174.85
357,20.6444933333,-103.809495,2133.0,176.0,0.37,-0.05,-176.11
358,20.6442233333,-103.809475,2133.0,175.0,0.15,-1.05,-176.53
359,20.6440616667,-103.80946,2133.0,175.0,0.45,0.1,-176.6
360,20.6437916667,-103.8094366667,2132.0,175.0,0.23,-0.04,-176.59
361,20.6435266667,-103.8094116667,2132.0,174.0,0.51,0.08,-176.68
362,20.64342,-103.8094016667,2132.0,174.0,0.57,-0.53,-177.41
363,20.643155,-103.809375,2132.0,174.0,0.56,0.35,-176.36
364,20.6427866667,-103.8093366667,2131.0,174.0,0.87,0.37,-174.16
365,20.64263,-103.8093216667,2131.0,175.0,0.87,1.76,-173.84
366,20.6423716667,-103.8093,2131.0,175.0,0.74,0.58,-176.0
367,20.6422666667,-103.8092916667,2131.0,175.0,0.74,-0.06,-177.35
368,20.64201,-103.8092683333,2131.0,175.0,0.91,-0.1,-177.25
369,20.6417516667,-103.809245,2130.0,174.0,0.99,0.01,-174.59
370,20.64165,-103.809235,2130.0,175.0,1.13,2.67,-173.49
371,20.6413966667,-103.809215,2130.0,176.0,1.22,0.25,-176.56
372,20.641245,-103.8092033333,2130.0,175.0,0.78,-0.54,-177.61
373,20.6409916667,-103.8091816667,2130.0,175.0,1.15,-0.56,-176.25
374,20.6407916667,-103.8091633333,2130.0,174.0,1.29,-0.03,-175.66
375,20.64064,-103.80915,2130.0,174.0,1.47,-0.02,-176.88
376,20.64054,-103.80914,2129.0,174.0,1.72,0.33,-176.88
377,20.6402916667,-103.809115,2129.0,174.0,1.96,1.1,-173.81
378,20.640045,-103.8090916667,2128.0,175.0,2.48,3.38,-171.56
379,20.6398983333,-103.80908,2128.0,176.0,2.29,2.25,-172.66
380,20.639655,-103.8090666667,2128.0,177.0,2.01,1.67,-172.73
381,20.63956,-103.8090616667,2128.0,177.0,2.22,1.04,-171.57
382,20.6393183333,-103.8090516667,2128.0,178.0,2.27,1.46,-171.13
383,20.63908,-103.809045,2128.0,178.0,2.41,0.83,-170.8
384,20.638985,-103.8090433333,2128.0,178.0,2.27,0.9,-173.32
385,20.6388416667,-103.80904,2128.0,178.0,2.23,-0.04,-177.45
386,20.6386066667,-103.809035,2128.0,178.0,1.74,-1.75,-178.58
387,20.6383666667,-103.8090233333,2128.0,177.0,2.29,-0.27,-175.31
388,20.6382716667,-103.8090183333,2128.0,176.0,2.99,1.75,-173.36
389,20.6380333333,-103.809005,2128.0,177.0,2.72,-0.18,-175.3
390,20.6379366667,-103.8090016667,2128.0,177.0,2.34,-1.92,-179.22
391,20.6377,-103.8089866667,2128.0,176.0,1.08,-4.38,175.65
392,20.63746,-103.8089616667,2127.0,173.0,1.35,-4.78,171.57
393,20.6372216667,-103.8089216667,2127.0,169.0,1.43,-3.91,167.81
394,20.637125,-103.8089016667,2127.0,167.0,1.03,-4.89,165.83
395,20.6368866667,-103.80884,2126.0,164.0,1.48,-4.72,165.11
396,20.636745,-103.808795,2125.0,163.0,2.38,-3.32,164.65
397,20.6365116667,-103.8087116667,2125.0,160.0,2.46,-3.45,162.68
398,20.6362816667,-103.8086166667,2124.0,157.0,2.98,-4.85,158.46
399,20.6361916667,-103.808575,2124.0,156.0,2.57,-3.62,154.69
400,20.63597,-103.80846,2123.0,152.0,2.33,-5.86,151.88
401,20.6358833333,-103.80841,2123.0,151.0,2.66,-5.3,150.31
402,20.6356716667,-103.808275,2123.0,147.0,2.9,-6.05,147.08
403,20.63555,-103.8081866667,2123.0,145.0,2.76,-6.08,143.13
404,20.6353533333,-103.8080283333,2123.0,141.0,2.93,-6.49,138.67
405,20.6351666667,-103.807855,2122.0,137.0,2.28,-5.45,138.25
406,20.635095,-103.8077816667,2122.0,136.0,3.7,-3.98,137.86
407,20.6350233333,-103.8077083333,2122.0,134.0,3.46,-5.68,135.2
408,20.6348533333,-103.807515,2122.0,131.0,3.53,-5.8,129.0
409,20.6346933333,-103.80731,2123.0,127.0,2.05,-7.62,124.25
410,20.634605,-103.80718,2123.0,125.0,1.9,-5.94,125.16
411,20.634465,-103.8069516667,2124.0,121.0,3.85,-4.65,125.91
412,20.6344116667,-103.8068566667,2125.0,120.0,2.02,-4.68,122.38
413,20.6342883333,-103.8066166667,2126.0,117.0,1.29,-5.77,116.59
414,20.6342416667,-103.8065166667,2127.0,116.0,1.63,-5.92,111.98
415,20.6341333333,-103.8062583333,2129.0,112.0,0.9,-5.69,107.67
416,20.634075,-103.8060966667,2130.0,110.0,0.27,-5.92,106.57
417,20.63399,-103.8058166667,2131.0,106.0,1.51,-4.2,106.01
418,20.6339166667,-103.8055266667,2132.0,103.0,0.54,-6.14,103.14
419,20.6338916667,-103.80541,2132.0,102.0,0.65,-6.26,99.65
420,20.63384,-103.8051066667,2133.0,98.0,0.59,-6.64,96.85
421,20.633825,-103.8049816667,2134.0,97.0,0.6,-5.17,95.91
422,20.6337966667,-103.8046683333,2134.0,94.0,0.96,-4.36,92.97
423,20.6337866667,-103.8044766667,2135.0,92.0,0.98,-2.0,90.84
424,20.63378,-103.80402,2137.0,89.0,0.38,-3.89,92.08
425,20.6337816667,-103.80382,2138.0,88.0,1.7,0.13,96.5
426,20.6337866667,-103.8035516667,2140.0,89.0,1.36,1.95,97.58
427,20.63379,-103.8032166667,2141.0,89.0,1.57,-1.23,95.58
428,20.6337933333,-103.8030133333,2141.0,88.0,1.59,-4.94,94.35
429,20.6337966667,-103.8028766667,2141.0,88.0,2.18,-3.12,92.91
430,20.6338116667,-103.8025333333,2141.0,87.0,1.03,-1.13,89.01
431,20.6338316667,-103.80219,2141.0,86.0,1.31,-0.94,92.27
432,20.63384,-103.8020516667,2141.0,86.0,1.78,-0.07,95.89
433,20.6338533333,-103.801845,2141.0,86.0,2.09,1.2,95.49
434,20.6338616667,-103.8017083333,2141.0,86.0,1.09,-0.26,91.36
435,20.6338966667,-103.80116,2142.0,85.0,1.22,-1.31,89.47
436,20.6339066667,-103.8010233333,2142.0,85.0,1.03,-1.86,91.03
437,20.6339366667,-103.80068,2142.0,84.0,1.33,0.55,94.1
438,20.6339533333,-103.8004733333,2142.0,85.0,1.96,1.64,95.66
439,20.633975,-103.8002,2143.0,85.0,1.26,1.46,94.82
440,20.6339966667,-103.7998566667,2144.0,86.0,1.23,0.86,96.35
441,20.6340083333,-103.79965,2144.0,86.0,0.77,1.59,96.94
442,20.6340166667,-103.7995133333,2145.0,86.0,1.17,0.36,98.42
443,20.634035,-103.7991716667,2145.0,87.0,0.8,2.15,99.54
444,20.6340483333,-103.79883,2145.0,87.0,1.09,0.92,100.46
445,20.6340533333,-103.7986916667,2146.0,87.0,0.67,1.32,99.09
446,20.63406,-103.7984866667,2146.0,88.0,0.72,0.59,97.16
447,20.6340716667,-103.7981466667,2146.0,87.0,0.88,-1.17,96.74
448,20.634085,-103.797805,2146.0,87.0,1.05,-0.37,97.22
449,20.6340916667,-103.7976683333,2146.0,87.0,1.19,-0.28,96.71
450,20.6341066667,-103.7973266667,2146.0,86.0,1.02,0.47,96.88
451,20.6341166667,-103.7971233333,2145.0,86.0,1.38,-1.42,95.74
452,20.6341316667,-103.7968516667,2145.0,86.0,1.53,-1.05,92.57
453,20.6341516667,-103.796515,2145.0,86.0,1.39,-2.52,91.01
454,20.6341666667,-103.7963116667,2145.0,85.0,0.82,-1.94,91.91
455,20.634195,-103.7959733333,2146.0,84.0,0.52,1.49,94.06
456,20.634225,-103.795635,2146.0,84.0,1.36,-2.24,95.69
457,20.63425,-103.7953666667,2146.0,84.0,1.29,0.22,97.88
458,20.63425,-103.7953666667,2146.0,84.0,2.09,-0.25,101.83
459,20.6342816667,-103.79503,2144.0,84.0,2.28,3.18,104.03
460,20.6343066667,-103.7947,2142.0,86.0,2.92,4.77,103.52
461,20.6343166667,-103.7945033333,2142.0,87.0,2.74,4.33,101.05
462,20.63433,-103.79418,2143.0,87.0,2.16,0.28,97.1
463,20.634335,-103.7940516667,2143.0,87.0,1.63,0.22,96.32
464,20.6343416667,-103.7938566667,2143.0,87.0,2.54,0.23,97.44
465,20.6343516667,-103.7935983333,2144.0,87.0,2.32,1.16,98.77
466,20.63436,-103.793405,2144.0,87.0,1.54,2.09,95.45
467,20.634365,-103.7932766667,2144.0,87.0,1.55,-2.17,90.55
468,20.6343816667,-103.7929516667,2145.0,85.0,0.17,-2.28,90.5
469,20.6343966667,-103.7927566667,2145.0,84.0,0.58,-2.24,89.71
470,20.63441,-103.792625,2145.0,84.0,0.54,-4.77,86.81
471,20.6344316667,-103.79243,2146.0,82.0,-0.41,-6.24,80.83
472,20.63447,-103.7921666667,2147.0,79.0,-1.22,-6.33,76.9
473,20.634505,-103.79197,2147.0,78.0,-0.68,-5.97,73.64
474,20.63458,-103.7916416667,2149.0,75.0,-1.44,-5.67,74.8
475,20.634615,-103.7915116667,2149.0,73.0,-0.05,-6.19,73.95
476,20.6346733333,-103.7913133333,2150.0,72.0,-0.46,-4.29,78.08
477,20.634775,-103.7909833333,2152.0,71.0,0.24,2.02,81.43
478,20.634815,-103.79085,2153.0,72.0,-0.27,1.88,81.36
479,20.634815,-103.79085,2153.0,72.0,-0.31,2.61,83.57
480,20.6349516667,-103.7903783333,2156.0,74.0,-0.57,4.05,87.93
481,20.635005,-103.7901716667,2157.0,74.0,-0.77,3.09,89.38
482,20.6350866667,-103.789825,2159.0,76.0,-1.25,4.89,89.99
483,20.6351166667,-103.7896833333,2160.0,77.0,-1.68,2.27,91.07
484,20.6351566667,-103.78947,2161.0,78.0,-1.78,3.04,92.99
485,20.635185,-103.789325,2162.0,79.0,-2.48,1.68,93.26
486,20.635245,-103.7889633333,2164.0,80.0,-2.67,0.3,88.07
487,20.635305,-103.788595,2165.0,80.0,-2.91,-0.77,89.41
488,20.6353283333,-103.788445,2166.0,79.0,-2.85,1.31,92.24
489,20.6353666667,-103.78822,2166.0,80.0,-1.96,0.71,87.67
490,20.63539,-103.78807,2167.0,80.0,-2.32,1.39,82.23
491,20.6354466667,-103.7876866667,2168.0,80.0,-4.29,-1.86,82.45
492,20.63551,-103.7873,2169.0,80.0,-3.48,5.7,88.85
493,20.6355666667,-103.7869066667,2169.0,81.0,-3.3,-2.57,87.04
494,20.63559,-103.78675,2169.0,80.0,-3.79,-4.22,84.88
495,20.6356266667,-103.786515,2169.0,80.0,-3.85,4.95,84.87
496,20.635685,-103.7861166667,2170.0,81.0,-4.24,1.94,89.12
497,20.63574,-103.785715,2172.0,82.0,-5.42,2.1,88.21
498,20.6357916667,-103.7853116667,2173.0,81.0,-4.84,-1.36,84.27
499,20.635815,-103.78515,2174.0,81.0,-5.77,-1.61,88.17
500,20.6358366667,-103.7849883333,2175.0,81.0,-5.7,3.82,88.65
501,20.63589,-103.78458,2178.0,82.0,-7.66,-1.09,84.28
502,20.6359216667,-103.7843333333,2179.0,82.0,-6.87,-3.39,79.57
503,20.635945,-103.78417,2179.0,81.0,-6.69,-2.62,77.61
504,20.63601,-103.78376,2179.0,79.0,-6.41,-3.29,75.1
505,20.636055,-103.783515,2178.0,78.0,-6.18,-3.74,71.51
506,20.6360866667,-103.7833516667,2178.0,77.0,-6.74,-6.78,69.19
507,20.63618,-103.7829466667,2177.0,75.0,-5.24,-4.09,67.11
508,20.63622,-103.782785,2176.0,74.0,-4.89,-3.35,67.51
509,20.6362866667,-103.782545,2176.0,73.0,-4.88,-3.7,67.09
510,20.6364066667,-103.78215,2174.0,71.0,-5.06,-4.9,65.21
511,20.6364566667,-103.781995,2174.0,70.0,-4.64,-6.3,61.91
512,20.6366,-103.78161,2174.0,67.0,-5.42,-6.15,58.28
513,20.6366916667,-103.781385,2174.0,66.0,-4.38,-3.47,55.61
514,20.6368566667,-103.7810116667,2172.0,64.0,-3.58,-0.89,57.65
515,20.636925,-103.780865,2170.0,63.0,-2.07,-2.93,59.87
516,20.6371,-103.7805016667,2167.0,62.0,-1.97,-4.71,55.03
517,20.6371733333,-103.7803583333,2166.0,61.0,-1.69,-7.26,51.88
518,20.6373666667,-103.78001,2164.0,58.0,-1.92,-5.94,53.01
519,20.6374883333,-103.7798066667,2163.0,57.0,-0.53,-4.1,54.09
520,20.6377,-103.7794766667,2161.0,55.0,-0.16,-3.59,51.03
521,20.637785,-103.7793466667,2160.0,54.0,-0.27,-4.62,47.32
522,20.6380083333,-103.7790316667,2159.0,52.0,-0.87,-5.4,45.46
523,20.6381,-103.77891,2158.0,51.0,-0.24,-5.64,47.37
524,20.6383383333,-103.7786133333,2158.0,48.0,-0.31,-5.78,45.3
525,20.6385866667,-103.7783316667,2158.0,45.0,-0.13,-3.71,42.69
526,20.638845,-103.7780633333,2157.0,43.0,0.29,-5.38,40.54
527,20.6390033333,-103.77791,2157.0,42.0,0.47,-5.36,39.66
528,20.63922,-103.77771,2156.0,40.0,1.33,-3.37,38.82
529,20.6394966667,-103.7774716667,2156.0,38.0,0.42,-5.02,34.36
530,20.6396666667,-103.777335,2156.0,36.0,0.8,-2.94,31.01
531,20.6399566667,-103.7771166667,2156.0,34.0,0.71,-3.34,28.68
532,20.640075,-103.7770333333,2156.0,33.0,0.15,-5.78,25.44
533,20.640375,-103.776835,2156.0,30.0,-0.12,-6.76,23.77
534,20.6404966667,-103.7767616667,2156.0,29.0,0.98,-3.37,23.28
535,20.6408066667,-103.776585,2157.0,27.0,-0.06,-4.53,20.59
536,20.640995,-103.776485,2157.0,26.0,0.71,-3.78,17.72
537,20.6413116667,-103.7763316667,2156.0,23.0,0.45,-5.77,14.24
538,20.64163,-103.7761916667,2155.0,21.0,0.57,-7.49,9.54
539,20.64176,-103.7761433333,2155.0,19.0,1.2,-6.08,6.48
540,20.6420816667,-103.7760316667,2155.0,17.0,0.89,-5.41,5.03
541,20.64221,-103.7759933333,2154.0,16.0,1.89,-5.61,3.67
542,20.642405,-103.7759383333,2154.0,14.0,2.36,-6.02,0.79
543,20.642725,-103.7758616667,2153.0,11.0,2.01,-7.52,-3.84
544,20.6430433333,-103.7758033333,2152.0,8.0,1.92,-8.34,-5.52
545,20.6431716667,-103.775785,2152.0,7.0,3.17,-4.7,-8.08
546,20.64336,-103.7757633333,2152.0,5.0,2.95,-4.03,-12.13
547,20.6436116667,-103.7757416667,2151.0,4.0,4.49,-2.0,-9.87
548,20.6439233333,-103.7757216667,2151.0,2.0,4.43,-0.26,-6.21
549,20.6441083333,-103.77571,2152.0,2.0,3.71,0.27,-4.16
550,20.6444166667,-103.775695,2151.0,2.0,5.72,1.93,-1.14
551,20.64454,-103.7756866667,2150.0,3.0,6.34,4.9,-1.44
552,20.644845,-103.7756616667,2151.0,4.0,3.88,-1.99,-2.33
553,20.64515,-103.7756366667,2153.0,4.0,3.94,-1.01,-2.87
554,20.6452716667,-103.7756266667,2154.0,3.0,3.47,-0.21,-2.42
555,20.645455,-103.775615,2155.0,3.0,3.28,1.83,1.24
556,20.6457616667,-103.775595,2158.0,3.0,3.26,2.74,4.72
557,20.6460683333,-103.7755683333,2160.0,5.0,2.97,-0.85,7.82
558,20.6461916667,-103.7755566667,2161.0,5.0,1.89,6.29,15.22
559,20.6466283333,-103.7754983333,2163.0,10.0,0.86,10.06,22.22
560,20.6466283333,-103.7754983333,2163.0,10.0,0.47,7.66,25.04
561,20.64712,-103.7753733333,2166.0,16.0,0.62,5.12,27.45
562,20.6472416667,-103.775335,2166.0,17.0,1.1,2.33,28.59
563,20.6475466667,-103.7752266667,2166.0,19.0,0.78,7.11,28.68
564,20.6477266667,-103.7751516667,2166.0,21.0,1.61,5.72,31.3
565,20.6480266667,-103.775015,2166.0,24.0,0.93,6.83,35.47
566,20.6482616667,-103.7748916667,2165.0,28.0,1.06,6.52,38.5
567,20.648435,-103.7747916667,2165.0,29.0,2.12,5.5,41.0
568,20.6485483333,-103.7747216667,2165.0,30.0,1.0,5.06,43.11
569,20.6488283333,-103.774535,2165.0,33.0,2.03,5.01,43.92
570,20.6491016667,-103.774335,2165.0,35.0,1.9,5.14,45.34
571,20.6492616667,-103.7742066667,2165.0,37.0,1.72,4.03,47.61
572,20.6494716667,-103.77403,2165.0,39.0,1.57,4.94,51.27
573,20.6496266667,-103.7738916667,2165.0,40.0,1.57,6.79,56.2
574,20.6498766667,-103.77365,2165.0,43.0,0.77,8.22,60.63
575,20.6499716667,-103.7735466667,2165.0,45.0,1.4,7.29,64.05
576,20.6501983333,-103.7732816667,2166.0,49.0,1.07,7.02,65.61
577,20.6503283333,-103.773115,2166.0,50.0,1.91,6.24,66.85
578,20.6505333333,-103.7728283333,2166.0,53.0,1.66,5.09,67.99
579,20.6506866667,-103.77259,2167.0,56.0,1.14,7.37,69.4
580,20.6507966667,-103.7724066667,2168.0,57.0,0.51,6.87,71.73
581,20.6507966667,-103.7724066667,2168.0,57.0,-0.33,8.49,73.61
582,20.6510316667,-103.7719616667,2170.0,63.0,-0.74,8.09,75.9
583,20.6511766667,-103.77163,2171.0,66.0,0.2,7.41,79.46
584,20.651255,-103.7714266667,2171.0,68.0,-1.19,6.97,84.97
585,20.65135,-103.77115,2172.0,71.0,-0.95,7.72,88.0
586,20.6514116667,-103.77094,2173.0,73.0,-0.58,4.46,90.31
587,20.651505,-103.7705833333,2173.0,75.0,-0.94,6.25,92.42
588,20.6515366667,-103.77044,2173.0,76.0,-1.16,6.03,95.66
589,20.651605,-103.7700766667,2174.0,79.0,-1.15,6.44,99.35
590,20.6516566667,-103.7697116667,2175.0,82.0,-0.5,6.47,101.18
591,20.65169,-103.769345,2175.0,85.0,-1.54,5.22,102.26
592,20.6516983333,-103.7691966667,2176.0,86.0,-1.86,5.38,103.96
593,20.6517116667,-103.7688266667,2175.0,89.0,-2.4,6.89,105.49
594,20.65171,-103.7686016667,2175.0,90.0,-2.29,4.87,105.67
595,20.6516966667,-103.7682266667,2174.0,93.0,-2.96,4.77,107.58
596,20.65167,-103.7678516667,2171.0,95.0,-2.09,6.23,112.93
597,20.651655,-103.7677016667,2170.0,96.0,-2.58,6.77,114.87
598,20.6516016667,-103.7673266667,2167.0,99.0,-2.03,7.17,118.45
599,20.651575,-103.76718,2166.0,101.0,-1.8,8.41,122.1
600,20.651495,-103.7668133333,2164.0,104.0,-2.43,11.91,128.12
601,20.6514333333,-103.7665983333,2164.0,107.0,-1.03,7.08,131.15
602,20.6513166667,-103.76625,2162.0,110.0,-1.12,6.25,132.1
603,20.651265,-103.7661116667,2161.0,112.0,-1.02,5.51,132.23
604,20.6511266667,-103.765775,2160.0,114.0,-0.55,4.8,135.6
605,20.6509766667,-103.765445,2158.0,117.0,-1.16,7.76,138.57
606,20.6509116667,-103.7653166667,2158.0,118.0,-0.89,7.57,140.65
607,20.6508083333,-103.76513,2157.0,120.0,-0.52,5.42,143.86
608,20.6506283333,-103.76483,2157.0,123.0,-0.99,7.64,146.19
609,20.6505533333,-103.7647133333,2156.0,124.0,-0.01,5.65,148.29
610,20.6503566667,-103.7644316667,2155.0,127.0,-0.59,7.39,153.54
611,20.650275,-103.764325,2155.0,129.0,-0.44,7.73,156.55
612,20.650065,-103.7640666667,2155.0,132.0,-0.12,7.47,158.72
613,20.6499333333,-103.7639216667,2154.0,134.0,-0.13,4.63,159.25
614,20.6497066667,-103.7636916667,2154.0,137.0,0.29,3.22,159.02
615,20.6494733333,-103.7634716667,2154.0,138.0,-0.51,5.11,160.37
616,20.6493783333,-103.7633866667,2154.0,140.0,-0.18,7.15,165.6
617,20.649135,-103.763185,2155.0,143.0,-0.8,7.32,169.69
618,20.648885,-103.763005,2155.0,147.0,-0.61,7.12,173.05
619,20.6487833333,-103.7629383333,2155.0,148.0,-0.83,7.83,174.96
620,20.648525,-103.7627866667,2155.0,152.0,-0.73,9.59,175.86
621,20.64826,-103.7626566667,2156.0,156.0,-1.54,10.71,-179.45
622,20.6481,-103.76259,2156.0,159.0,-1.82,11.2,-173.01
623,20.6477216667,-103.76247,2158.0,166.0,-2.1,9.74,-170.05
624,20.6476133333,-103.7624433333,2159.0,167.0,-2.1,9.21,-168.88
625,20.64734,-103.762395,2159.0,171.0,-1.56,7.68,-167.04
626,20.6470666667,-103.762365,2159.0,175.0,-1.89,7.56,-162.67
627,20.6469016667,-103.7623566667,2160.0,178.0,-2.14,9.27,-159.17
628,20.6466266667,-103.7623616667,2161.0,182.0,-2.84,11.39,-155.31
629,20.64652,-103.76237,2161.0,184.0,-2.0,6.65,-152.23
630,20.64625,-103.7624066667,2161.0,188.0,-0.56,1.1,-157.68
631,20.6459816667,-103.7624516667,2161.0,188.0,-1.74,-2.75,-160.89
632,20.6458716667,-103.76247,2162.0,188.0,-2.09,-0.39,-159.06
633,20.6455966667,-103.7625166667,2162.0,189.0,-1.9,2.14,-152.17
634,20.6454333333,-103.7625483333,2161.0,190.0,-1.99,5.24,-146.48
635,20.6451616667,-103.762615,2160.0,194.0,-1.41,6.46,-147.76
636,20.64495,-103.7626816667,2160.0,197.0,-1.53,4.98,-148.27
637,20.6447916667,-103.7627366667,2160.0,198.0,-1.36,3.16,-147.01
638,20.6445316667,-103.7628366667,2159.0,200.0,-1.04,2.85,-146.69
639,20.6442766667,-103.7629466667,2159.0,202.0,-1.15,2.86,-146.41
640,20.644175,-103.7629933333,2159.0,203.0,-0.76,5.55,-144.42
641,20.644025,-103.7630666667,2158.0,205.0,-1.17,4.91,-139.87
642,20.6438266667,-103.7631716667,2158.0,208.0,-3.05,10.87,-131.63
643,20.6435916667,-103.76332,2157.0,212.0,-0.3,8.95,-133.2
644,20.6434566667,-103.7634166667,2156.0,214.0,-0.16,5.72,-132.22
645,20.64324,-103.7635916667,2156.0,218.0,-0.26,4.88,-127.88
646,20.643155,-103.7636633333,2155.0,219.0,-0.67,5.91,-125.99
647,20.6429516667,-103.763855,2155.0,222.0,0.9,0.64,-131.36
648,20.6428316667,-103.7639733333,2154.0,223.0,0.95,5.81,-134.9
649,20.642675,-103.764135,2154.0,224.0,0.39,3.02,-131.81
650,20.6425566667,-103.76426,2153.0,224.0,2.29,4.95,-125.97
651,20.642365,-103.7644733333,2151.0,227.0,2.1,2.57,-128.08
652,20.642175,-103.7646916667,2151.0,227.0,1.72,-0.4,-132.48
653,20.6421,-103.76478,2150.0,227.0,1.64,-0.73,-131.38
654,20.6419083333,-103.7650016667,2150.0,227.0,1.52,0.77,-129.8
655,20.6417166667,-103.7652233333,2150.0,227.0,1.64,0.88,-130.05
656,20.641525,-103.76545,2151.0,228.0,1.27,2.68,-130.11
657,20.6414483333,-103.7655416667,2151.0,228.0,1.06,0.07,-129.14
658,20.64126,-103.7657716667,2151.0,228.0,1.67,1.36,-129.41
659,20.6411466667,-103.7659116667,2150.0,229.0,1.59,3.86,-124.98
660,20.6409666667,-103.7661516667,2150.0,232.0,0.51,6.08,-115.77
661,20.6408983333,-103.76625,2150.0,233.0,0.12,8.03,-112.54
662,20.64074,-103.766505,2150.0,237.0,1.02,6.47,-113.2
663,20.64068,-103.7666083333,2150.0,239.0,1.08,3.83,-111.44
664,20.6405416667,-103.7668716667,2151.0,241.0,1.15,2.32,-106.77
665,20.6404133333,-103.7671416667,2150.0,244.0,0.22,8.1,-103.66
666,20.640345,-103.76731,2151.0,247.0,0.91,6.07,-102.01
667,20.6402616667,-103.767535,2152.0,250.0,-0.29,6.93,-97.61
668,20.640205,-103.7677066667,2153.0,252.0,-0.42,7.13,-93.51
669,20.64013,-103.7679983333,2154.0,255.0,-0.88,7.07,-90.19
670,20.640105,-103.7681166667,2155.0,257.0,-1.76,7.88,-86.65
671,20.6400566667,-103.7684166667,2156.0,261.0,-1.38,5.61,-86.03
672,20.6400366667,-103.7685966667,2157.0,263.0,-1.23,5.61,-83.17
673,20.640015,-103.7688983333,2158.0,267.0,-2.31,7.04,-82.26
674,20.6400116667,-103.7691416667,2159.0,271.0,-1.89,5.89,-82.3
675,20.6400166667,-103.769325,2159.0,272.0,-1.97,5.99,-77.69
676,20.640025,-103.7694466667,2159.0,273.0,-1.19,3.21,-74.39
677,20.6400516667,-103.7697533333,2159.0,276.0,-2.15,5.47,-72.52
678,20.640095,-103.7700583333,2160.0,279.0,-1.64,6.88,-71.18
679,20.6401283333,-103.7702416667,2159.0,281.0,-1.27,7.36,-70.62
680,20.6401833333,-103.7704816667,2159.0,285.0,-0.23,3.61,-75.88
681,20.6402316667,-103.7706616667,2159.0,285.0,-0.35,1.9,-80.21
682,20.6403116667,-103.7709616667,2158.0,286.0,-0.02,6.06,-72.97
683,20.6403466667,-103.7710816667,2158.0,287.0,-1.29,6.96,-68.24
684,20.640445,-103.77138,2157.0,290.0,-0.09,5.4,-70.76
685,20.64051,-103.771555,2157.0,292.0,-0.7,2.38,-72.96
686,20.6406266667,-103.771845,2157.0,293.0,-0.63,1.64,-74.99
687,20.640725,-103.772075,2157.0,293.0,-0.23,0.32,-75.87
688,20.6408466667,-103.772365,2158.0,293.0,-0.72,-1.75,-76.51
689,20.6409183333,-103.7725416667,2158.0,293.0,-0.63,-1.16,-75.22
690,20.6410383333,-103.772835,2158.0,293.0,-0.42,0.91,-73.79
691,20.6410866667,-103.7729516667,2158.0,293.0,-0.56,1.94,-73.44
692,20.64121,-103.773245,2158.0,294.0,-0.55,0.61,-72.91
693,20.64126,-103.7733616667,2158.0,294.0,-0.52,1.65,-71.41
694,20.641385,-103.7736533333,2158.0,294.0,-0.69,-1.24,-71.19
695,20.6415116667,-103.773945,2158.0,294.0,-0.56,0.25,-73.28
696,20.6415866667,-103.77412,2157.0,294.0,-0.46,1.39,-72.74
697,20.6417133333,-103.7744133333,2157.0,294.0,-0.54,1.5,-71.63
698,20.6417133333,-103.7744133333,2157.0,294.0,-0.6,2.73,-69.74
699,20.641845,-103.774705,2157.0,295.0,-1.12,4.58,-61.98
